date,campaign_id,campaign_name,ad_format,device,impressions,clicks,ctr,cpc,spend,conversions,cpa,revenue,roas
2026-02-09,geo_moscow,"Гео: Москва и МО, широкий таргет",video,mobile,16341,79,0.4834,25.12,1984.47,0,,0.0,0.0
2026-02-09,promo_seasonal,Промо: сезонные распродажи,text-image,desktop,3855,37,0.9598,27.73,1025.85,1,1025.85,7432.0,7.24
2026-02-09,promo_seasonal,Промо: сезонные распродажи,text-image,mobile,5934,72,1.2133,16.59,1194.6,1,1194.6,5258.15,4.4
2026-02-09,promo_seasonal,Промо: сезонные распродажи,image-banner,desktop,3722,53,1.424,33.74,1788.48,2,894.24,16704.97,9.34
2026-02-09,promo_seasonal,Промо: сезонные распродажи,image-banner,mobile,5820,90,1.5464,20.04,1803.38,2,901.69,16119.08,8.94
2026-02-09,promo_seasonal,Промо: сезонные распродажи,video,desktop,4462,66,1.4792,40.81,2693.73,2,1346.87,15938.56,5.92
2026-02-09,promo_seasonal,Промо: сезонные распродажи,video,mobile,6362,92,1.4461,19.43,1787.78,2,893.89,10956.5,6.13
2026-02-09,brand_awareness,Охват: узнаваемость бренда,text-image,desktop,15220,29,0.1905,7.05,204.42,0,,0.0,0.0
2026-02-09,brand_awareness,Охват: узнаваемость бренда,text-image,mobile,32449,56,0.1726,5.26,294.42,0,,0.0,0.0
2026-02-09,brand_awareness,Охват: узнаваемость бренда,image-banner,desktop,18370,39,0.2123,7.51,292.82,0,,0.0,0.0
2026-02-09,brand_awareness,Охват: узнаваемость бренда,image-banner,mobile,24065,78,0.3241,4.76,371.64,0,,0.0,0.0
2026-02-09,brand_awareness,Охват: узнаваемость бренда,video,desktop,13384,52,0.3885,6.93,360.41,0,,0.0,0.0
2026-02-09,brand_awareness,Охват: узнаваемость бренда,video,mobile,29208,116,0.3972,6.84,792.99,0,,0.0,0.0
2026-02-10,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,desktop,2456,37,1.5065,40.07,1482.56,1,1482.56,9654.46,6.51
2026-02-10,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,mobile,4046,42,1.0381,28.45,1195.03,1,1195.03,9009.45,7.54
2026-02-10,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,desktop,2066,25,1.2101,36.16,903.88,1,903.88,6506.36,7.2
2026-02-10,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,mobile,2530,36,1.4229,24.9,896.33,0,,0.0,0.0
2026-02-10,retargeting_cart,Ретаргетинг: брошенная корзина,video,desktop,2608,39,1.4954,49.34,1924.4,2,962.2,13358.58,6.94
2026-02-10,retargeting_cart,Ретаргетинг: брошенная корзина,video,mobile,3510,92,2.6211,29.22,2688.43,2,1344.21,21207.74,7.89
2026-02-10,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,desktop,3393,27,0.7958,20.28,547.52,1,547.52,4672.17,8.53
2026-02-10,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,mobile,5857,53,0.9049,15.9,842.64,0,,0.0,0.0
2026-02-10,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,desktop,3020,37,1.2252,26.07,964.46,0,,0.0,0.0
2026-02-10,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,mobile,4601,64,1.391,15.74,1007.28,1,1007.28,7484.49,7.43
2026-02-10,retargeting_viewed,Ретаргетинг: просмотр товаров,video,desktop,3680,35,0.9511,28.12,984.29,0,,0.0,0.0
2026-02-10,retargeting_viewed,Ретаргетинг: просмотр товаров,video,mobile,6095,92,1.5094,16.73,1539.1,1,1539.1,5237.09,3.4
2026-02-10,lookalike_buyers,Look-alike: покупатели,text-image,desktop,4792,28,0.5843,17.31,484.59,0,,0.0,0.0
2026-02-10,lookalike_buyers,Look-alike: покупатели,text-image,mobile,9917,61,0.6151,10.63,648.64,0,,0.0,0.0
2026-02-10,lookalike_buyers,Look-alike: покупатели,image-banner,desktop,5950,40,0.6723,20.69,827.63,1,827.63,4786.72,5.78
2026-02-10,lookalike_buyers,Look-alike: покупатели,image-banner,mobile,7304,66,0.9036,12.4,818.16,0,,0.0,0.0
2026-02-10,lookalike_buyers,Look-alike: покупатели,video,desktop,5166,52,1.0066,31.13,1618.69,1,1618.69,5980.17,3.69
2026-02-10,lookalike_buyers,Look-alike: покупатели,video,mobile,8491,114,1.3426,14.61,1665.66,1,1665.66,5858.38,3.52
2026-02-10,interests_electronics,Интересы: электроника и гаджеты,text-image,desktop,8440,38,0.4502,9.8,372.23,0,,0.0,0.0
2026-02-10,interests_electronics,Интересы: электроника и гаджеты,text-image,mobile,11844,55,0.4644,7.74,425.81,0,,0.0,0.0
2026-02-10,interests_electronics,Интересы: электроника и гаджеты,image-banner,desktop,37900,3,0.0079,342.84,1028.53,0,,0,0.0
2026-02-10,interests_electronics,Интересы: электроника и гаджеты,image-banner,mobile,62280,6,0.0096,99.62,597.75,0,,0,0.0
2026-02-10,interests_electronics,Интересы: электроника и гаджеты,video,desktop,10930,68,0.6221,16.86,1146.38,1,1146.38,3545.24,3.09
2026-02-10,interests_electronics,Интересы: электроника и гаджеты,video,mobile,15910,123,0.7731,11.28,1387.46,0,,0.0,0.0
2026-02-10,topics_reviews,Тематика: сайты обзоров техники,text-image,desktop,5706,24,0.4206,14.35,344.44,0,,0.0,0.0
2026-02-10,topics_reviews,Тематика: сайты обзоров техники,text-image,mobile,8791,54,0.6143,9.22,497.93,0,,0.0,0.0
2026-02-10,topics_reviews,Тематика: сайты обзоров техники,image-banner,desktop,6450,38,0.5891,15.89,603.64,0,,0.0,0.0
2026-02-10,topics_reviews,Тематика: сайты обзоров техники,image-banner,mobile,8957,59,0.6587,9.91,584.49,0,,0.0,0.0
2026-02-10,topics_reviews,Тематика: сайты обзоров техники,video,desktop,5543,46,0.8299,22.08,1015.47,0,,0.0,0.0
2026-02-10,topics_reviews,Тематика: сайты обзоров техники,video,mobile,9579,87,0.9082,18.27,1589.57,0,,0.0,0.0
2026-02-10,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,desktop,11067,38,0.3434,26.67,1013.48,0,,0.0,0.0
2026-02-10,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,mobile,15312,53,0.3461,16.05,850.56,0,,0.0,0.0
2026-02-10,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,desktop,9826,42,0.4274,29.71,1247.63,0,,0.0,0.0
2026-02-10,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,mobile,20332,105,0.5164,25.07,2632.72,0,,0.0,0.0
2026-02-10,geo_moscow,"Гео: Москва и МО, широкий таргет",video,desktop,14293,83,0.5807,31.05,2576.84,1,2576.84,8776.52,3.41
2026-02-10,geo_moscow,"Гео: Москва и МО, широкий таргет",video,mobile,20254,105,0.5184,28.36,2977.42,0,,0.0,0.0
2026-02-10,promo_seasonal,Промо: сезонные распродажи,text-image,desktop,4786,48,1.0029,28.85,1384.62,2,692.31,14679.86,10.6
2026-02-10,promo_seasonal,Промо: сезонные распродажи,text-image,mobile,5123,58,1.1321,16.67,966.69,1,966.69,7964.68,8.24
2026-02-10,promo_seasonal,Промо: сезонные распродажи,image-banner,desktop,4812,65,1.3508,21.49,1396.83,2,698.41,15538.59,11.12
2026-02-10,promo_seasonal,Промо: сезонные распродажи,image-banner,mobile,5346,68,1.272,15.97,1085.85,1,1085.85,7701.91,7.09
2026-02-10,promo_seasonal,Промо: сезонные распродажи,video,desktop,3820,68,1.7801,29.33,1994.4,2,997.2,10860.97,5.45
2026-02-10,promo_seasonal,Промо: сезонные распродажи,video,mobile,5860,83,1.4164,26.32,2184.66,1,2184.66,6214.84,2.84
2026-02-10,brand_awareness,Охват: узнаваемость бренда,text-image,desktop,19794,30,0.1516,5.57,167.21,0,,0.0,0.0
2026-02-10,brand_awareness,Охват: узнаваемость бренда,text-image,mobile,30021,71,0.2365,5.08,360.81,0,,0.0,0.0
2026-02-10,brand_awareness,Охват: узнаваемость бренда,image-banner,desktop,16998,45,0.2647,6.43,289.33,0,,0.0,0.0
2026-02-10,brand_awareness,Охват: узнаваемость бренда,image-banner,mobile,34335,110,0.3204,5.87,645.85,0,,0.0,0.0
2026-02-10,brand_awareness,Охват: узнаваемость бренда,video,desktop,22628,68,0.3005,10.76,731.44,0,,0.0,0.0
2026-02-10,brand_awareness,Охват: узнаваемость бренда,video,mobile,23409,87,0.3717,6.94,604.16,0,,0.0,0.0
2026-02-11,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,desktop,1708,22,1.2881,29.27,643.93,1,643.93,7802.94,12.12
2026-02-11,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,mobile,3523,42,1.1922,18.35,770.7,1,770.7,9180.98,11.91
2026-02-11,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,desktop,2492,47,1.886,34.06,1600.96,3,533.65,26311.4,16.43
2026-02-11,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,mobile,3707,52,1.4028,20.96,1090.16,1,1090.16,8267.12,7.58
2026-02-11,retargeting_cart,Ретаргетинг: брошенная корзина,video,desktop,1890,37,1.9577,38.85,1437.29,1,1437.29,10491.14,7.3
2026-02-11,retargeting_cart,Ретаргетинг: брошенная корзина,video,mobile,2720,47,1.7279,36.89,1733.74,1,1733.74,7616.51,4.39
2026-02-11,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,desktop,2932,25,0.8527,16.62,415.59,0,,0.0,0.0
2026-02-11,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,mobile,5802,50,0.8618,14.07,703.69,1,703.69,5844.37,8.31
2026-02-11,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,desktop,4623,42,0.9085,20.58,864.54,1,864.54,6463.92,7.48
2026-02-11,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,mobile,6573,70,1.065,17.52,1226.47,1,1226.47,5173.34,4.22
2026-02-11,retargeting_viewed,Ретаргетинг: просмотр товаров,video,desktop,4683,76,1.6229,24.42,1855.86,2,927.93,14496.11,7.81
2026-02-11,retargeting_viewed,Ретаргетинг: просмотр товаров,video,mobile,5500,99,1.8,18.49,1830.18,1,1830.18,5108.98,2.79
2026-02-11,lookalike_buyers,Look-alike: покупатели,text-image,desktop,5447,35,0.6426,22.87,800.5,0,,0.0,0.0
2026-02-11,lookalike_buyers,Look-alike: покупатели,text-image,mobile,6831,56,0.8198,10.38,581.15,0,,0.0,0.0
2026-02-11,lookalike_buyers,Look-alike: покупатели,image-banner,desktop,5246,50,0.9531,19.38,969.03,1,969.03,5462.97,5.64
2026-02-11,lookalike_buyers,Look-alike: покупатели,image-banner,mobile,9283,78,0.8402,18.5,1443.32,0,,0.0,0.0
2026-02-11,lookalike_buyers,Look-alike: покупатели,video,desktop,5397,46,0.8523,26.93,1238.73,1,1238.73,4352.14,3.51
2026-02-11,lookalike_buyers,Look-alike: покупатели,video,mobile,10970,117,1.0665,14.5,1696.53,1,1696.53,5932.06,3.5
2026-02-11,interests_electronics,Интересы: электроника и гаджеты,text-image,desktop,10226,45,0.4401,13.59,611.35,0,,0.0,0.0
2026-02-11,interests_electronics,Интересы: электроника и гаджеты,text-image,mobile,14522,67,0.4614,10.09,675.93,0,,0.0,0.0
2026-02-11,interests_electronics,Интересы: электроника и гаджеты,image-banner,desktop,27752,2,0.0072,184.62,369.24,0,,0,0.0
2026-02-11,interests_electronics,Интересы: электроника и гаджеты,image-banner,mobile,52324,5,0.0096,92.9,464.5,0,,0,0.0
2026-02-11,interests_electronics,Интересы: электроника и гаджеты,video,desktop,7308,45,0.6158,19.02,856.12,0,,0.0,0.0
2026-02-11,interests_electronics,Интересы: электроника и гаджеты,video,mobile,12546,82,0.6536,9.83,806.27,0,,0.0,0.0
2026-02-11,topics_reviews,Тематика: сайты обзоров техники,text-image,desktop,4912,24,0.4886,16.05,385.27,0,,0.0,0.0
2026-02-11,topics_reviews,Тематика: сайты обзоров техники,text-image,mobile,8074,37,0.4583,8.76,324.29,0,,0.0,0.0
2026-02-11,topics_reviews,Тематика: сайты обзоров техники,image-banner,desktop,6411,48,0.7487,19.64,942.69,1,942.69,3902.03,4.14
2026-02-11,topics_reviews,Тематика: сайты обзоров техники,image-banner,mobile,7123,44,0.6177,12.3,541.21,0,,0.0,0.0
2026-02-11,topics_reviews,Тематика: сайты обзоров техники,video,desktop,4950,43,0.8687,24.79,1065.97,0,,0.0,0.0
2026-02-11,topics_reviews,Тематика: сайты обзоров техники,video,mobile,8138,85,1.0445,13.61,1156.96,0,,0.0,0.0
2026-02-11,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,desktop,13450,34,0.2528,31.94,1085.94,0,,0.0,0.0
2026-02-11,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,mobile,16423,48,0.2923,17.78,853.22,0,,0.0,0.0
2026-02-11,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,desktop,14488,55,0.3796,26.69,1467.83,0,,0.0,0.0
2026-02-11,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,mobile,20297,77,0.3794,22.27,1715.09,0,,0.0,0.0
2026-02-11,geo_moscow,"Гео: Москва и МО, широкий таргет",video,desktop,10622,40,0.3766,44.96,1798.53,0,,0.0,0.0
2026-02-11,geo_moscow,"Гео: Москва и МО, широкий таргет",video,mobile,22743,148,0.6507,23.98,3549.07,0,,0.0,0.0
2026-02-11,promo_seasonal,Промо: сезонные распродажи,text-image,desktop,5311,47,0.885,19.03,894.54,1,894.54,7362.77,8.23
2026-02-11,promo_seasonal,Промо: сезонные распродажи,text-image,mobile,7097,56,0.7891,17.51,980.36,1,980.36,8439.03,8.61
2026-02-11,promo_seasonal,Промо: сезонные распродажи,image-banner,desktop,4496,60,1.3345,24.03,1441.71,1,1441.71,5992.38,4.16
2026-02-11,promo_seasonal,Промо: сезонные распродажи,image-banner,mobile,8591,113,1.3153,21.97,2482.74,3,827.58,21269.2,8.57
2026-02-11,promo_seasonal,Промо: сезонные распродажи,video,desktop,4244,49,1.1546,32.63,1599.06,2,799.53,15364.43,9.61
2026-02-11,promo_seasonal,Промо: сезонные распродажи,video,mobile,7523,154,2.0471,18.82,2898.38,3,966.13,21099.43,7.28
2026-02-11,brand_awareness,Охват: узнаваемость бренда,text-image,desktop,14470,22,0.152,6.19,136.1,0,,0.0,0.0
2026-02-11,brand_awareness,Охват: узнаваемость бренда,text-image,mobile,24762,64,0.2585,4.23,270.53,0,,0.0,0.0
2026-02-11,brand_awareness,Охват: узнаваемость бренда,image-banner,desktop,20185,61,0.3022,6.85,418.04,0,,0.0,0.0
2026-02-11,brand_awareness,Охват: узнаваемость бренда,image-banner,mobile,20540,46,0.224,5.51,253.29,0,,0.0,0.0
2026-02-11,brand_awareness,Охват: узнаваемость бренда,video,desktop,14355,49,0.3413,7.93,388.79,0,,0.0,0.0
2026-02-11,brand_awareness,Охват: узнаваемость бренда,video,mobile,34920,156,0.4467,5.53,863.41,0,,0.0,0.0
2026-02-12,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,desktop,2784,38,1.3649,36.6,1390.65,2,695.33,20467.17,14.72
2026-02-12,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,mobile,3593,46,1.2803,19.4,892.5,1,892.5,10981.69,12.3
2026-02-12,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,desktop,2292,34,1.4834,43.77,1488.22,1,1488.22,10981.44,7.38
2026-02-12,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,mobile,3687,62,1.6816,35.23,2184.05,1,2184.05,6853.87,3.14
2026-02-12,retargeting_cart,Ретаргетинг: брошенная корзина,video,desktop,2145,39,1.8182,39.47,1539.21,1,1539.21,10162.61,6.6
2026-02-12,retargeting_cart,Ретаргетинг: брошенная корзина,video,mobile,2846,67,2.3542,29.8,1996.93,1,1996.93,7862.42,3.94
2026-02-12,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,desktop,4512,30,0.6649,18.6,558.05,0,,0.0,0.0
2026-02-12,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,mobile,4661,46,0.9869,19.22,884.16,0,,0.0,0.0
2026-02-12,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,desktop,3457,33,0.9546,27.32,901.69,0,,0.0,0.0
2026-02-12,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,mobile,4989,69,1.383,19.18,1323.22,1,1323.22,6673.75,5.04
2026-02-12,retargeting_viewed,Ретаргетинг: просмотр товаров,video,desktop,3437,48,1.3966,34.98,1679.23,2,839.62,11596.91,6.91
2026-02-12,retargeting_viewed,Ретаргетинг: просмотр товаров,video,mobile,6116,75,1.2263,25.26,1894.43,1,1894.43,7861.34,4.15
2026-02-12,lookalike_buyers,Look-alike: покупатели,text-image,desktop,5157,24,0.4654,20.03,480.64,0,,0.0,0.0
2026-02-12,lookalike_buyers,Look-alike: покупатели,text-image,mobile,11913,75,0.6296,9.67,725.42,0,,0.0,0.0
2026-02-12,lookalike_buyers,Look-alike: покупатели,image-banner,desktop,7696,53,0.6887,15.59,826.43,1,826.43,7392.42,8.95
2026-02-12,lookalike_buyers,Look-alike: покупатели,image-banner,mobile,6940,60,0.8646,16.37,982.1,0,,0.0,0.0
2026-02-12,lookalike_buyers,Look-alike: покупатели,video,desktop,5378,59,1.0971,27.0,1592.79,1,1592.79,4874.17,3.06
2026-02-12,lookalike_buyers,Look-alike: покупатели,video,mobile,10613,92,0.8669,14.61,1343.83,1,1343.83,6598.97,4.91
2026-02-12,interests_electronics,Интересы: электроника и гаджеты,text-image,desktop,11810,38,0.3218,12.19,463.15,0,,0.0,0.0
2026-02-12,interests_electronics,Интересы: электроника и гаджеты,text-image,mobile,14517,52,0.3582,6.69,347.68,0,,0.0,0.0
2026-02-12,interests_electronics,Интересы: электроника и гаджеты,image-banner,desktop,35268,3,0.0085,195.37,586.1,0,,0,0.0
2026-02-12,interests_electronics,Интересы: электроника и гаджеты,image-banner,mobile,65112,6,0.0092,185.68,1114.11,0,,0,0.0
2026-02-12,interests_electronics,Интересы: электроника и гаджеты,video,desktop,10177,81,0.7959,14.63,1185.42,1,1185.42,4478.87,3.78
2026-02-12,interests_electronics,Интересы: электроника и гаджеты,video,mobile,14681,92,0.6267,14.63,1346.3,0,,0.0,0.0
2026-02-12,topics_reviews,Тематика: сайты обзоров техники,text-image,desktop,5430,34,0.6262,11.12,377.97,0,,0.0,0.0
2026-02-12,topics_reviews,Тематика: сайты обзоров техники,text-image,mobile,6991,44,0.6294,9.17,403.62,0,,0.0,0.0
2026-02-12,topics_reviews,Тематика: сайты обзоров техники,image-banner,desktop,4256,34,0.7989,12.62,429.17,0,,0.0,0.0
2026-02-12,topics_reviews,Тематика: сайты обзоров техники,image-banner,mobile,9682,70,0.723,11.69,818.08,0,,0.0,0.0
2026-02-12,topics_reviews,Тематика: сайты обзоров техники,video,desktop,6172,57,0.9235,18.99,1082.17,1,1082.17,4725.57,4.37
2026-02-12,topics_reviews,Тематика: сайты обзоров техники,video,mobile,7654,80,1.0452,18.52,1481.21,0,,0.0,0.0
2026-02-12,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,desktop,15436,37,0.2397,24.23,896.46,0,,0.0,0.0
2026-02-12,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,mobile,18170,46,0.2532,17.28,794.98,0,,0.0,0.0
2026-02-12,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,desktop,13655,50,0.3662,28.49,1424.6,0,,0.0,0.0
2026-02-12,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,mobile,19717,68,0.3449,18.41,1252.16,0,,0.0,0.0
2026-02-12,geo_moscow,"Гео: Москва и МО, широкий таргет",video,desktop,13884,63,0.4538,36.94,2327.28,0,,0.0,0.0
2026-02-12,geo_moscow,"Гео: Москва и МО, широкий таргет",video,mobile,22725,121,0.5325,24.85,3006.34,0,,0.0,0.0
2026-02-12,promo_seasonal,Промо: сезонные распродажи,text-image,desktop,3520,29,0.8239,26.25,761.27,0,,0.0,0.0
2026-02-12,promo_seasonal,Промо: сезонные распродажи,text-image,mobile,5715,62,1.0849,13.48,835.53,1,835.53,6572.34,7.87
2026-02-12,promo_seasonal,Промо: сезонные распродажи,image-banner,desktop,3816,39,1.022,31.27,1219.37,1,1219.37,8370.71,6.86
2026-02-12,promo_seasonal,Промо: сезонные распродажи,image-banner,mobile,8991,139,1.546,21.38,2972.46,3,990.82,25640.47,8.63
2026-02-12,promo_seasonal,Промо: сезонные распродажи,video,desktop,3471,61,1.7574,28.24,1722.53,1,1722.53,6641.19,3.86
2026-02-12,promo_seasonal,Промо: сезонные распродажи,video,mobile,7442,131,1.7603,27.11,3552.04,3,1184.01,15480.08,4.36
2026-02-12,brand_awareness,Охват: узнаваемость бренда,text-image,desktop,17569,45,0.2561,7.8,350.89,0,,0.0,0.0
2026-02-12,brand_awareness,Охват: узнаваемость бренда,text-image,mobile,27490,71,0.2583,3.32,235.89,0,,0.0,0.0
2026-02-12,brand_awareness,Охват: узнаваемость бренда,image-banner,desktop,23707,77,0.3248,8.81,678.15,0,,0.0,0.0
2026-02-12,brand_awareness,Охват: узнаваемость бренда,image-banner,mobile,31619,87,0.2752,5.78,502.54,0,,0.0,0.0
2026-02-12,brand_awareness,Охват: узнаваемость бренда,video,desktop,20208,59,0.292,7.95,469.27,0,,0.0,0.0
2026-02-12,brand_awareness,Охват: узнаваемость бренда,video,mobile,20887,80,0.383,7.44,595.2,0,,0.0,0.0
2026-02-13,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,desktop,2572,39,1.5163,36.47,1422.28,2,711.14,18077.59,12.71
2026-02-13,retargeting_cart,Ретаргетинг: брошенная корзина,text-image,mobile,2733,41,1.5002,26.19,1073.9,1,1073.9,9022.46,8.4
2026-02-13,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,desktop,2876,35,1.217,36.8,1288.14,2,644.07,18376.24,14.27
2026-02-13,retargeting_cart,Ретаргетинг: брошенная корзина,image-banner,mobile,3735,69,1.8474,23.14,1596.46,1,1596.46,7305.76,4.58
2026-02-13,retargeting_cart,Ретаргетинг: брошенная корзина,video,desktop,2874,64,2.2269,35.47,2270.04,3,756.68,20861.73,9.19
2026-02-13,retargeting_cart,Ретаргетинг: брошенная корзина,video,mobile,3719,70,1.8822,43.05,3013.63,2,1506.82,15236.34,5.06
2026-02-13,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,desktop,3000,22,0.7333,27.24,599.36,0,,0.0,0.0
2026-02-13,retargeting_viewed,Ретаргетинг: просмотр товаров,text-image,mobile,6851,63,0.9196,14.62,921.07,0,,0.0,0.0
2026-02-13,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,desktop,4673,54,1.1556,31.1,1679.29,1,1679.29,5858.6,3.49
2026-02-13,retargeting_viewed,Ретаргетинг: просмотр товаров,image-banner,mobile,5102,54,1.0584,13.37,721.85,1,721.85,7416.19,10.27
2026-02-13,retargeting_viewed,Ретаргетинг: просмотр товаров,video,desktop,4815,69,1.433,34.42,2374.82,2,1187.41,11279.09,4.75
2026-02-13,retargeting_viewed,Ретаргетинг: просмотр товаров,video,mobile,6895,123,1.7839,21.5,2644.48,2,1322.24,10753.34,4.07
2026-02-13,lookalike_buyers,Look-alike: покупатели,text-image,desktop,6839,37,0.541,15.81,585.06,0,,0.0,0.0
2026-02-13,lookalike_buyers,Look-alike: покупатели,text-image,mobile,7435,58,0.7801,11.2,649.57,0,,0.0,0.0
2026-02-13,lookalike_buyers,Look-alike: покупатели,image-banner,desktop,5269,33,0.6263,18.19,600.12,0,,0.0,0.0
2026-02-13,lookalike_buyers,Look-alike: покупатели,image-banner,mobile,11130,121,1.0872,18.0,2177.84,1,2177.84,7534.91,3.46
2026-02-13,lookalike_buyers,Look-alike: покупатели,video,desktop,5586,42,0.7519,24.84,1043.41,1,1043.41,7091.48,6.8
2026-02-13,lookalike_buyers,Look-alike: покупатели,video,mobile,7945,76,0.9566,16.7,1269.08,0,,0.0,0.0
2026-02-13,interests_electronics,Интересы: электроника и гаджеты,text-image,desktop,10255,51,0.4973,11.04,562.84,0,,0.0,0.0
2026-02-13,interests_electronics,Интересы: электроника и гаджеты,text-image,mobile,18020,74,0.4107,8.05,595.67,0,,0.0,0.0
2026-02-13,interests_electronics,Интересы: электроника и гаджеты,image-banner,desktop,39116,3,0.0077,206.34,619.01,0,,0,0.0
2026-02-13,interests_electronics,Интересы: электроника и гаджеты,image-banner,mobile,62220,6,0.0096,155.47,932.83,0,,0,0.0
2026-02-13,interests_electronics,Интересы: электроника и гаджеты,video,desktop,12021,71,0.5906,21.6,1533.85,0,,0.0,0.0
2026-02-13,interests_electronics,Интересы: электроника и гаджеты,video,mobile,14968,125,0.8351,9.94,1242.48,0,,0.0,0.0
2026-02-13,topics_reviews,Тематика: сайты обзоров техники,text-image,desktop,5249,32,0.6096,15.5,496.15,0,,0.0,0.0
2026-02-13,topics_reviews,Тематика: сайты обзоров техники,text-image,mobile,8900,45,0.5056,11.31,508.85,0,,0.0,0.0
2026-02-13,topics_reviews,Тематика: сайты обзоров техники,image-banner,desktop,6991,36,0.5149,15.92,573.24,0,,0.0,0.0
2026-02-13,topics_reviews,Тематика: сайты обзоров техники,image-banner,mobile,7620,66,0.8661,10.13,668.91,0,,0.0,0.0
2026-02-13,topics_reviews,Тематика: сайты обзоров техники,video,desktop,6735,52,0.7721,22.92,1191.95,0,,0.0,0.0
2026-02-13,topics_reviews,Тематика: сайты обзоров техники,video,mobile,6842,67,0.9792,11.44,766.31,0,,0.0,0.0
2026-02-13,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,desktop,13246,49,0.3699,27.81,1362.91,0,,0.0,0.0
2026-02-13,geo_moscow,"Гео: Москва и МО, широкий таргет",text-image,mobile,19539,55,0.2815,15.84,871.37,0,,0.0,0.0
2026-02-13,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,desktop,10183,38,0.3732,39.01,1482.51,0,,0.0,0.0
2026-02-13,geo_moscow,"Гео: Москва и МО, широкий таргет",image-banner,mobile,24000,96,0.4,18.43,1769.24,0,,0.0,0.0
2026-02-13,geo_moscow,"Гео: Москва и МО, широкий таргет",video,desktop,13550,69,0.5092,39.68,2737.71,0,,0.0,0.0
2026-02-13,geo_moscow,"Гео: Москва и МО, широкий таргет",video,mobile,18479,111,0.6007,22.61,2510.09,0,,0.0,0.0
2026-02-13,promo_seasonal,Промо: сезонные распродажи,text-image,desktop,4708,51,1.0833,20.63,1052.18,2,526.09,13357.04,12.69
2026-02-13,promo_seasonal,Промо: сезонные распродажи,text-image,mobile,8742,96,1.0981,16.51,1585.31,1,1585.31,6933.39,4.37
2026-02-13,promo_seasonal,Промо: сезонные распродажи,image-banner,desktop,6028,61,1.0119,29.58,1804.61,1,1804.61,6994.65,3.88
2026-02-13,promo_seasonal,Промо: сезонные распродажи,image-banner,mobile,5396,66,1.2231,15.34,1012.19,1,1012.19,5513.68,5.45
2026-02-13,promo_seasonal,Промо: сезонные распродажи,video,desktop,4208,54,1.2833,28.79,1554.39,1,1554.39,7707.23,4.96
2026-02-13,promo_seasonal,Промо: сезонные распродажи,video,mobile,6906,105,1.5204,20.88,2192.91,2,1096.45,14372.4,6.55
2026-02-13,brand_awareness,Охват: узнаваемость бренда,text-image,desktop,16006,27,0.1687,6.0,162.03,0,,0.0,0.0
2026-02-13,brand_awareness,Охват: узнаваемость бренда,text-image,mobile,33262,64,0.1924,3.67,234.62,0,,0.0,0.0
2026-02-13,brand_awareness,Охват: узнаваемость бренда,image-banner,desktop,16733,38,0.2271,6.59,250.55,0,,0.0,0.0
2026-02-13,brand_awareness,Охват: узнаваемость бренда,image-banner,mobile,27314,61,0.2233,4.13,251.8,0,,0.0,0.0
